,normal,ecg_duration,number_of_beats,mean_qrs_amplitude,standard_deviation_qrs_amplitude,mean_t_amplitude,standard_deviation_t_amplitude,mean_p_amplitude,standard_deviation_p_amplitude,mean_rr_interval,standard_deviation_rr_interval,mean_pr_interval,standard_deviation_pr_interval,mean_qt_interval,standard_deviation_qt_interval,mean_pr_segment,standard_deviation_pr_segment,mean_st_deviation,standard_deviation_st_deviation,mean_heart_rate,standard_deviation_heart_rate
134,0,30.0,34,-0.1176,1.008,-0.1613,1.0032,-0.1429,1.0079,0.8717,0.1656,-0.5916,0.6718,1.4144,0.7937,1.5623,0.6872,0.5152,0.8704,72.2222,18.802
135,1,17.1333,20,-0.2,1.0052,0.4444,0.9218,0.25,1.0,0.8386,0.0691,-0.0961,0.3354,0.8076,0.5484,1.0311,0.3412,0.2632,0.9912,72.0135,5.9824
136,0,47.5467,57,-0.0526,1.0075,0.1538,0.9977,-0.1915,0.9921,0.82,0.2415,-1.281,1.1015,2.1396,1.2428,2.2177,1.1549,-0.7143,0.7062,83.791,39.1185
137,1,50.893299999999996,87,0.1724,0.9907,-0.2658,0.9702,0.0685,1.0046,0.5876,0.277,-1.2435,1.1838,1.8832,1.2453,1.9401,1.2003,-0.186,0.9883,134.9705,94.0202
138,1,30.0,48,-0.2917,0.9666,-0.6,0.809,-1.0,0.0,0.6266,0.0775,-0.4941,0.5658,0.9972,0.592,1.2259,0.5996,-1.0,0.0,100.0604,37.4058
139,0,30.0,45,0.2,0.9909,0.0476,1.011,-0.2821,0.9719,0.6598,0.2184,-0.3993,0.5606,1.0373,0.6174,1.1497,0.5927,-0.1818,0.9947,108.4185,57.785
140,1,60.3867,69,-0.6232,0.7878,-0.0645,1.0061,-0.0714,1.0065,0.8795,0.0772,-1.8682,1.4895,2.7879,1.569,2.8856,1.4957,-0.8235,0.5715,69.6248,16.7324
141,1,30.0,32,0.25,0.9837,0.3793,0.9416,-0.3077,0.9703,0.9517,0.0913,-0.6609,0.6965,1.5878,0.9637,1.7239,0.7059,0.3548,0.9504,63.6658,6.7509
142,0,30.0,36,0.5556,0.8433,-0.2727,0.977,0.4667,0.8996,0.8211,0.1259,-0.5212,0.6292,1.27,0.7654,1.4453,0.6745,0.0857,1.0109,75.9798,20.0865
143,1,30.0,49,0.6735,0.7469,-0.6087,0.8022,-0.0233,1.0116,0.6144,0.2717,-0.4212,0.5891,1.0224,0.706,1.1308,0.7003,-0.5833,0.8208,120.2868,55.8697
144,0,60.0,73,0.0411,1.0061,-0.3433,0.9463,0.1803,0.9918,0.8152,0.1377,-1.717,1.3908,2.5323,1.4741,2.6412,1.3993,0.0833,1.0035,76.248,16.7725
145,1,30.0,37,0.1351,1.0045,0.1176,1.008,-0.1613,1.0032,0.7994,0.2823,-0.4862,0.6958,1.2749,0.8942,1.3756,0.8057,-0.0556,1.0126,95.9044,64.5133
146,1,30.0,41,-0.0732,1.0097,-0.2105,0.9907,-0.0857,1.0109,0.6953,0.5083,-0.5462,0.6198,1.2182,0.7647,1.334,0.7806,-0.45,0.9044,119.3067,62.0389
147,1,30.0,37,0.2432,0.9833,0.3529,0.9497,-0.6774,0.7478,0.7897,0.0564,-0.5775,0.5639,1.365,0.7222,1.5025,0.5145,-0.5,0.8783,76.3353,5.19
148,1,31.4333,34,0.2353,0.9865,0.2667,0.9803,0.0,1.0198,0.928,0.0224,-0.643,0.7313,1.5207,0.9224,1.7083,0.7343,-0.697,0.7282,64.6934,1.5763
149,1,30.0,31,0.1613,1.0032,0.1429,1.0079,0.12,1.0132,0.9667,0.042,-0.6449,0.6988,1.5721,0.8843,1.7202,0.6914,0.1333,1.008,62.1833,2.723
150,1,60.0,86,-0.7442,0.6719,0.0,1.0063,0.1892,0.9886,0.6962,0.042,-1.5352,1.1627,2.1148,1.1666,2.3333,1.1531,0.2471,0.9748,86.4852,5.1679
151,1,30.0,45,0.4667,0.8944,0.381,0.9358,0.0256,1.0127,0.6587,0.0585,-0.4596,0.5984,1.0429,0.5462,1.2271,0.6111,0.3182,0.959,91.6809,6.875
152,0,30.0,40,0.95,0.3162,0.1892,0.9955,-0.2353,0.9865,0.7454,0.083,-0.4588,0.6515,1.0841,0.5408,1.315,0.6372,-0.641,0.7776,82.4655,18.5321
153,1,30.0,35,-0.3714,0.942,0.25,0.9837,0.2414,0.9876,0.8341,0.1871,-0.5268,0.6658,1.3399,0.8223,1.462,0.7236,0.4118,0.925,79.5546,36.9213
154,0,30.0,24,0.75,0.6757,0.1429,1.0142,-0.2222,1.0033,1.2497,0.2245,-0.8849,0.9466,1.8516,1.1052,2.2163,0.9875,-0.2174,0.998,52.0707,25.3104
155,1,17.526699999999998,30,-0.6667,0.7581,-0.2857,0.9759,-0.2308,0.9923,0.5747,0.1265,-0.0613,0.3197,0.5989,0.3254,0.737,0.3579,0.1724,1.0025,113.0071,41.936
156,1,30.0,42,-0.381,0.9358,0.2308,0.9857,0.3333,0.9562,0.7112,0.2008,-0.4472,0.6084,1.1209,0.6793,1.2641,0.6891,0.0244,1.0121,95.9392,43.0899
157,0,30.0,39,1.0,0.0,0.2222,0.9888,0.2121,0.9924,0.7496,0.0444,-0.5431,0.6001,1.2573,0.6873,1.3969,0.6024,-0.7895,0.622,80.3029,4.6414
158,1,30.0,35,-0.2571,0.9805,0.3125,0.9651,0.4483,0.9097,0.8498,0.0552,-0.5811,0.6636,1.4056,0.8229,1.5452,0.6862,0.0588,1.0133,70.8955,4.6376
159,0,30.0,28,-0.5,0.8819,-0.36,0.9522,-0.0909,1.0193,1.076,0.0844,-0.6405,0.7684,1.6183,0.9551,1.8347,0.733,-0.037,1.0184,56.0624,4.0316
160,0,30.0,36,0.8333,0.5606,0.0909,1.0113,-0.4667,0.8996,0.8324,0.0332,-0.5757,0.6411,1.2937,0.7081,1.5083,0.6328,-0.8857,0.471,72.1909,2.8054
161,0,59.54,77,-0.6883,0.7302,-0.1831,0.9901,-0.6,0.8062,0.7684,0.0738,-1.6086,1.3324,2.3351,1.3773,2.4817,1.3337,-0.4211,0.9131,79.709,18.1737
162,1,60.0,62,0.3871,0.9296,-0.2857,0.967,-0.36,0.9424,0.9691,0.1221,-1.9704,1.6961,3.0118,1.8325,3.0393,1.7489,-0.6721,0.7466,63.7031,14.6509
163,0,30.0,24,0.5,0.8847,0.3333,0.9661,0.0,1.029,1.2867,0.0506,-0.9844,0.9886,1.8856,1.158,2.3881,0.9921,-0.7391,0.6887,46.7022,1.865
164,0,30.0,29,0.4483,0.9097,0.2308,0.9923,0.1304,1.0137,1.041,0.2009,-0.6406,0.7848,1.5536,1.0109,1.7844,0.8593,-0.7857,0.6299,64.3341,38.4816
165,0,30.0,38,0.1053,1.0078,0.0857,1.0109,-0.4375,0.9136,0.7711,0.1999,-0.5161,0.6839,1.2133,0.7455,1.3788,0.7353,-0.6216,0.7941,84.5093,29.228
166,1,60.0,96,0.5417,0.845,0.1556,0.9934,-0.0238,1.0057,0.6241,0.0374,-1.406,1.1007,1.9282,1.1283,2.129,1.1145,0.0947,1.0008,96.4516,5.2443
167,1,30.0,39,0.1282,1.0047,0.2778,0.9743,0.2121,0.9924,0.7653,0.0524,-0.5209,0.6134,1.1933,0.716,1.3967,0.63,-0.2105,0.9907,78.7773,5.604
168,1,30.0,35,-0.4857,0.8869,0.5,0.8799,0.2414,0.9876,0.8435,0.1775,-0.5403,0.6837,1.3668,0.8751,1.4853,0.7551,0.3529,0.9497,77.332,31.3082
169,0,60.0,76,0.1842,0.9894,-0.1429,0.9969,-0.0625,1.0059,0.7851,0.1619,-1.6858,1.4106,2.4843,1.4898,2.5792,1.4615,-0.52,0.8599,81.7549,30.9663
170,1,30.0,42,0.0952,1.0075,-0.2308,0.9857,-0.0556,1.0126,0.7116,0.3069,-0.4439,0.6272,1.1374,0.8127,1.2432,0.7551,-0.2195,0.9877,107.5109,58.3307
171,1,30.0,34,0.0,1.015,0.0,1.0171,0.1852,1.0014,0.8724,0.2721,-1.3397,0.972,2.2133,1.2859,2.2864,1.2163,-0.0909,1.0113,87.0593,65.4219
172,1,30.0,54,-0.2593,0.9749,0.48,0.8862,0.3191,0.958,0.5504,0.2,-0.6361,0.7438,1.163,0.8133,1.2792,0.7813,0.3585,0.9425,128.0872,56.4002
173,1,30.0,30,0.3333,0.9589,-0.037,1.0184,-0.0833,1.018,0.9815,0.234,-0.5715,0.8447,1.4963,1.0638,1.6488,0.9963,-0.1724,1.0025,66.9502,27.1867
174,1,60.0,78,-0.0256,1.0061,0.3611,0.9391,-0.4848,0.8813,0.7648,0.0223,-1.6647,1.2929,2.487,1.3971,2.5614,1.297,-0.8701,0.4961,78.5179,2.3091
175,0,60.0,63,0.3968,0.9253,-0.1786,0.9928,-0.4,0.9258,0.9456,0.3721,-2.9547,2.2012,3.7718,2.3814,3.9786,2.4045,-0.129,0.9997,85.4769,66.1254
176,0,32.9533,61,-0.4754,0.8871,0.0175,1.0087,0.4717,0.8902,0.5287,0.1528,-0.4115,0.4793,0.9782,0.4835,1.0354,0.4654,0.9667,0.2582,123.4116,42.1563
177,1,30.0,33,0.3939,0.9334,-0.0667,1.0148,-0.1111,1.0127,0.9078,0.2191,-0.5483,0.6623,1.4041,0.8882,1.5517,0.7219,-0.3125,0.9651,74.4644,37.8076
178,0,30.0,56,-0.3214,0.9555,0.0943,1.0051,0.04,1.0093,0.5321,0.0092,-0.3003,0.4897,0.8572,0.4391,0.9284,0.4974,-0.7818,0.6293,112.7895,1.9518
179,1,30.0,31,0.6129,0.8032,-0.1429,1.0079,-0.76,0.6633,0.9576,0.0203,-0.5954,0.66,1.4961,0.8992,1.656,0.6897,-1.0,0.0,62.6867,1.3248
180,1,30.0,40,0.6,0.8102,0.0811,1.0105,0.1176,1.008,0.7391,0.0867,-0.4948,0.5857,1.2067,0.688,1.3468,0.6023,0.8462,0.5399,82.9499,15.6887
181,0,30.0,46,0.0,1.0111,0.0698,1.0094,-0.35,0.9487,0.6513,0.1398,-0.4666,0.5211,1.1025,0.6453,1.2187,0.5413,-0.6444,0.7733,98.4122,34.7323
182,0,30.0,45,0.3778,0.9364,0.1905,0.9936,0.0769,1.0101,0.661,0.1586,-0.4463,0.5661,1.0767,0.6896,1.2229,0.6216,-0.3182,0.959,100.0525,40.8613
183,0,30.0,50,-0.16,0.9971,0.0,1.0111,0.2093,0.9894,0.5937,0.1202,-0.5536,0.7119,1.1138,0.7116,1.2308,0.6804,0.102,1.0051,107.1855,32.736
184,0,57.9,89,0.0787,1.0026,-0.3976,0.9231,-0.5325,0.852,0.6477,0.0865,-1.3734,1.1472,1.9266,1.1804,2.1264,1.192,-0.5909,0.8114,95.779,25.0198
185,0,30.0,58,0.5517,0.8413,0.2,0.9888,0.3077,0.9608,0.5146,0.0823,-0.3177,0.4426,0.8528,0.444,0.9246,0.449,-0.0877,1.005,119.3394,17.7283
186,1,30.0,49,0.6735,0.7469,0.1739,0.9956,-0.1163,1.005,0.6111,0.0664,-0.4675,0.5025,0.9744,0.5401,1.1968,0.5194,-0.3333,0.9528,100.4516,21.7137
187,0,30.0,59,0.4237,0.9136,-0.0182,1.009,-0.1154,1.003,0.5122,0.166,-0.617,0.7222,1.0928,0.7211,1.2268,0.7461,0.2069,0.9869,134.1584,56.2764
188,1,30.0,39,-0.0256,1.0127,0.1667,1.0,-0.0303,1.015,0.7764,0.2392,-0.5062,0.5805,1.2386,0.7191,1.3922,0.6219,0.1579,1.0007,90.9616,48.6667
189,0,30.0,57,-0.1579,0.9962,0.1481,0.9983,0.2941,0.9653,0.528,0.2129,-0.342,0.4802,0.906,0.5171,0.969,0.5315,0.5357,0.852,133.2861,54.2515
190,1,30.0,35,-0.2571,0.9805,0.0,1.016,-0.0345,1.0171,0.8534,0.0249,-0.554,0.6811,1.3568,0.8352,1.5128,0.7009,-0.2353,0.9865,70.3621,2.0376
191,1,30.0,35,-0.4286,0.9167,0.0,1.016,0.1034,1.0122,0.84,0.2632,-0.5281,0.5627,1.3086,0.6691,1.4883,0.4848,0.2941,0.9701,85.3078,48.7516
192,1,60.0,55,-0.3455,0.9471,-0.0204,1.0102,0.5349,0.8549,1.0738,0.1416,-2.2908,1.9053,3.3452,1.9662,3.4719,1.9398,0.8519,0.5287,57.6534,15.0036
193,1,30.0,34,-0.2353,0.9865,0.1613,1.0032,-0.3571,0.9512,0.8831,0.1635,-0.582,0.5935,1.4223,0.7735,1.5855,0.5617,-0.9394,0.3482,72.6692,27.0651
194,1,30.0,34,-0.4118,0.925,0.3548,0.9504,0.5714,0.8357,0.878,0.0124,-0.6048,0.678,1.392,0.8107,1.59,0.6797,0.1515,1.0038,68.3521,0.981
195,1,37.4333,53,0.5849,0.8189,0.1429,1.0,-0.0222,1.0111,0.7069,0.1517,-0.7549,0.8163,1.4135,0.8784,1.5822,0.8716,-0.3846,0.9321,91.3467,31.1134
196,1,25.6467,29,-0.0345,1.0171,0.1538,1.0077,0.2174,0.998,0.8779,0.0392,-0.3738,0.6029,1.1359,0.726,1.3581,0.6076,-0.2143,0.9947,68.4772,3.0189
197,1,30.0,31,0.4839,0.8896,0.3571,0.9512,-0.44,0.9165,0.9636,0.2898,-0.7592,0.7591,1.535,0.8849,1.8468,0.7611,-0.3333,0.9589,77.9842,55.3686
198,1,30.0,42,-0.619,0.7949,0.0256,1.0127,-0.2778,0.9743,0.7077,0.0217,-0.5188,0.5755,1.1053,0.6612,1.3343,0.5753,-0.2683,0.9753,84.856,2.579
199,1,30.0,29,0.2414,0.9876,0.3077,0.9703,-0.0435,1.0215,1.0258,0.2133,-0.6617,0.7704,1.5573,0.9065,1.8242,0.7627,-0.5,0.8819,64.2303,29.8483
200,0,39.980000000000004,50,0.12,1.0029,0.3478,0.9479,0.1429,1.0017,0.8055,0.1173,-0.9187,0.9625,1.666,0.9738,1.8497,0.9937,-0.2245,0.9846,76.0361,11.1155
201,1,60.0,89,0.9326,0.363,0.0602,1.0043,-0.0649,1.0044,0.6793,0.1186,-1.4979,1.1226,2.1319,1.1526,2.2919,1.116,0.2727,0.9676,93.972,33.6009
202,1,30.0,31,0.2258,0.9903,-0.4286,0.9201,-0.52,0.8718,0.9508,0.035,-0.6052,0.7114,1.4829,0.8226,1.6587,0.7004,-0.6667,0.7581,63.1896,2.3436
203,1,30.0,46,0.8261,0.5698,0.2558,0.9782,-0.6,0.8102,0.6417,0.0247,-0.495,0.5312,1.035,0.5646,1.2509,0.5345,-0.0222,1.0111,93.6385,3.6569
204,0,37.6267,48,-0.3333,0.9528,0.5455,0.8478,0.45,0.9044,0.785,0.284,-0.8004,0.8017,1.5315,0.9057,1.6795,0.8301,0.5745,0.8274,87.9212,32.5689
205,1,30.0,39,0.3846,0.9351,0.3333,0.9562,-0.2727,0.977,0.7756,0.019,-0.5323,0.6014,1.3301,0.7057,1.4225,0.5889,-0.8421,0.5466,77.4035,1.9091
206,0,30.0,29,0.3793,0.9416,0.2308,0.9923,0.1304,1.0137,1.0171,0.2302,-0.6023,0.88,1.4959,0.9551,1.7245,0.9346,-0.1429,1.0079,64.8162,31.6067
207,0,30.0,47,-0.234,0.9827,0.2093,0.9894,0.0,1.0127,0.6425,0.2668,-0.5638,0.827,1.2047,0.9444,1.2825,0.8914,-0.1739,0.9956,117.0813,63.2688
208,1,30.0,36,0.2778,0.9743,0.2121,0.9924,0.4,0.9322,0.8174,0.0413,-0.5639,0.6217,1.3219,0.7657,1.4821,0.6435,-0.9429,0.3381,73.582,3.6921
209,1,30.0,44,0.0909,1.0074,0.4146,0.9213,-0.1579,1.0007,0.6878,0.0682,-0.5108,0.5693,1.1987,0.7279,1.3064,0.6236,0.7674,0.6487,88.3826,12.2194
210,0,30.0,42,0.381,0.9358,-0.3846,0.9351,-0.5,0.8783,0.7101,0.1229,-0.4832,0.5788,1.1421,0.6756,1.2995,0.6256,-0.6585,0.7619,112.808,188.0805
211,1,30.0,58,0.4138,0.9183,0.1273,1.001,0.0385,1.009,0.5144,0.1867,-0.3539,0.4338,0.8566,0.4474,0.9618,0.4708,-0.0175,1.0087,132.7935,47.3063
212,0,60.0,82,0.7073,0.7112,0.0263,1.0063,-0.2,0.9869,0.725,0.1766,-1.5943,1.2237,2.3125,1.2728,2.4241,1.2125,-0.358,0.9395,88.4231,24.9989
213,1,37.26,41,-0.2683,0.9753,-0.3333,0.9562,0.0909,1.0113,0.8698,0.3142,-0.9481,0.8677,1.9742,1.0854,1.8994,0.886,0.15,1.0013,87.4297,57.3983
214,1,30.0,49,0.3469,0.9476,0.1739,0.9956,1.0,0.0,0.6061,0.0127,-0.4789,0.4831,1.0425,0.5129,1.1714,0.4722,0.375,0.9368,99.0335,2.0343
215,1,30.0,29,0.1724,1.0025,0.0769,1.0168,-0.1304,1.0137,1.0255,0.1397,-0.6777,0.74,1.6158,0.9325,1.8245,0.7217,-0.4286,0.9201,60.3521,14.1352
216,0,30.0,52,0.1923,0.9909,0.1837,0.9932,0.2609,0.976,0.5658,0.015,-0.387,0.4928,0.9435,0.4802,1.0592,0.5038,-0.3725,0.9372,106.1144,2.8166
217,0,30.0,36,0.4444,0.9085,-0.1515,1.0038,-0.8,0.6103,0.8186,0.016,-0.5321,0.6487,1.2585,0.6939,1.4523,0.6501,-0.2571,0.9805,73.3256,1.4329
218,1,30.0,46,0.8261,0.5698,0.1163,1.005,-0.1,1.0077,0.6374,0.0361,-0.4782,0.5439,1.0227,0.5625,1.2312,0.5673,0.1111,1.005,94.4682,6.1488
219,1,30.0,57,0.4035,0.9231,-0.0943,1.0051,-0.2157,0.9862,0.5256,0.2017,-0.3643,0.4455,1.3948,0.5542,0.9881,0.4821,-0.25,0.977,147.6642,135.9456
220,0,30.0,54,0.037,1.0087,0.2157,0.9862,0.2083,0.9884,0.5589,0.0273,-0.4184,0.4754,0.8981,0.482,1.0803,0.4869,-0.2075,0.9876,107.6111,5.2607
221,1,30.0,45,0.5556,0.8409,0.0476,1.011,0.4359,0.9118,0.6733,0.0581,-0.5142,0.5406,1.089,0.578,1.2925,0.5304,0.8182,0.5816,90.0204,11.0934
222,1,30.0,51,-0.0588,1.0082,-0.125,1.0027,-0.0667,1.009,0.5831,0.2208,-0.3733,0.4558,0.9508,0.5132,1.0554,0.4773,-0.32,0.957,119.8921,48.4143
223,0,60.0,105,0.0857,1.0011,-0.0612,1.0033,0.5269,0.8545,0.5684,0.1719,-1.2438,1.0722,2.0437,1.3729,1.9172,1.1093,0.2885,0.9621,201.5489,872.4295
224,0,30.0,51,-0.0588,1.0082,0.0833,1.0071,-0.0222,1.0111,0.5873,0.2646,-0.3865,0.5584,0.9883,0.6221,1.0725,0.6481,0.0,1.0102,123.8943,56.252
225,0,30.0,54,-0.3333,0.9517,0.0196,1.0098,0.9583,0.2887,0.5489,0.0294,-0.3835,0.4555,0.9218,0.4578,1.0308,0.4435,0.6981,0.7228,109.6125,5.6599
226,1,30.0,30,0.8,0.6103,0.3333,0.9608,0.0,1.0215,0.9972,0.0337,-0.6159,0.7405,1.613,0.9364,1.7253,0.7706,-0.5862,0.8245,60.2323,2.036
227,0,30.0,65,-0.4462,0.9019,0.4516,0.8995,0.8644,0.5071,0.4582,0.0452,-0.2904,0.405,0.7931,0.4139,0.8438,0.4346,0.6875,0.7319,132.1976,13.2379
228,1,30.0,38,0.0526,1.012,-0.1429,1.0042,0.25,0.9837,0.7967,0.065,-0.5687,0.6073,1.3713,0.7743,1.4967,0.6252,-0.1892,0.9955,75.8017,6.1761
229,1,30.0,49,0.3061,0.9619,0.3043,0.9631,0.7674,0.6487,0.6048,0.0118,-0.4454,0.4912,0.9617,0.512,1.1486,0.491,1.0,0.0,99.2447,1.9405
230,0,30.0,42,0.5238,0.8622,0.3333,0.9551,0.5,0.8783,0.6931,0.1578,-0.435,0.5818,1.1318,0.6127,1.2187,0.6159,0.2195,0.9877,91.1821,21.344
231,1,22.7,41,0.5122,0.8695,0.4054,0.9267,0.4706,0.8956,0.5445,0.1819,-0.3291,0.4515,0.8435,0.4453,0.9722,0.3692,0.1,1.0077,125.6734,51.0099
232,1,31.58,49,0.1429,1.0,0.3333,0.9535,0.2195,0.9877,0.6432,0.0395,-0.4999,0.5655,1.0757,0.6264,1.2541,0.5888,0.2917,0.9666,93.6287,5.7409
233,0,30.0,63,-0.0159,1.0079,-0.0345,1.0081,0.0545,1.0077,0.4747,0.1973,-1.1224,0.7599,1.6206,0.8173,1.6804,0.8371,0.2258,0.9821,149.5846,63.6495
234,1,30.0,38,-0.3158,0.9616,0.3714,0.942,-0.0625,1.014,0.7875,0.0263,-0.5479,0.5976,1.3233,0.7135,1.4491,0.5875,0.1892,0.9955,76.2744,2.5173
235,1,30.0,48,0.0417,1.0097,-0.0222,1.0111,0.2381,0.983,0.623,0.2364,-0.4047,0.5115,1.0293,0.5762,1.1266,0.5608,0.1064,1.0051,114.5373,52.3159
236,0,30.0,33,0.1515,1.0038,0.2,0.9965,0.037,1.0184,0.9172,0.0947,-0.5932,0.7049,1.4541,0.8258,1.6254,0.6876,-0.3125,0.9651,66.4124,10.251
237,1,30.98,27,0.7037,0.724,0.3043,0.974,-0.1,1.0208,1.1695,0.0435,-0.8735,0.9692,1.7903,1.0668,2.1472,0.9849,-0.6923,0.7359,51.3752,1.9778
238,1,32.0667,44,1.0,0.0,0.25,0.9806,-0.3889,0.9344,0.716,0.008,-0.5542,0.5654,1.2346,0.6326,1.3922,0.5775,-0.9535,0.305,83.8125,0.923
239,1,30.0,35,0.4286,0.9167,0.1875,0.998,0.2414,0.9876,0.8427,0.2965,-0.4876,0.6849,1.2992,0.9272,1.4396,0.8151,-0.5882,0.8209,88.2881,53.322
240,0,30.0,50,0.44,0.9071,0.1489,0.9995,0.5455,0.8478,0.592,0.0287,-0.4161,0.5196,0.9804,0.4901,1.1023,0.5178,0.1837,0.9932,101.6018,5.2085
241,1,30.0,30,0.2667,0.9803,0.4074,0.9306,0.0833,1.018,1.0054,0.0653,-0.6815,0.6773,1.6021,0.9088,1.8231,0.6362,-0.3793,0.9416,59.918,3.8442
242,1,30.0,29,0.4483,0.9097,0.2308,0.9923,0.3043,0.974,1.0127,0.0513,-0.6772,0.6955,1.6101,0.9,1.8181,0.6645,0.2143,0.9947,59.3975,3.1208
243,1,41.8,55,-0.2364,0.9806,0.1837,0.9932,0.0222,1.0111,0.7648,0.726,-0.9571,1.1803,2.1148,1.5495,1.775,1.3578,0.037,1.0087,114.6751,59.5537
244,1,30.0,33,-0.0303,1.015,0.0,1.0171,-0.1111,1.0127,0.9226,0.114,-0.5823,0.6477,1.4813,0.8463,1.6013,0.6533,0.9375,0.3536,66.764,14.6757
245,0,30.0,33,0.2727,0.977,-0.4,0.9322,-0.6296,0.7917,0.8916,0.2601,-0.5511,0.7949,1.3497,0.8337,1.5427,0.8256,-0.3125,0.9651,73.0977,21.3818
246,0,30.0,37,-0.1892,0.9955,0.0,1.015,0.2258,0.9903,0.8154,0.2153,-0.5477,0.7057,1.3435,0.8856,1.4678,0.8227,-0.2222,0.9888,81.8515,33.4319
247,1,30.0,38,0.3158,0.9616,0.4857,0.8869,-0.3125,0.9651,0.7808,0.0862,-0.5368,0.6066,1.294,0.761,1.4389,0.6266,-0.2432,0.9833,77.7678,8.6372
248,1,47.12,67,0.6716,0.7465,-0.0968,1.0034,0.3333,0.9512,0.6953,0.1682,-1.0339,1.0023,1.701,1.0373,1.8388,1.0212,-0.1818,0.9909,96.4347,44.0137
249,0,10.9467,16,-0.375,0.9574,-0.2857,0.9945,-0.3333,0.9847,0.6658,0.2075,0.1767,0.1766,0.4102,0.1482,0.5905,0.1898,0.0667,1.0328,103.2703,47.3727
250,1,30.0,41,0.1707,0.9976,0.3158,0.9616,0.0857,1.0109,0.7327,0.2395,-0.4836,0.5303,1.181,0.6444,1.3181,0.533,-0.15,1.0013,97.6198,53.9656
251,1,30.0,30,0.7333,0.6915,0.5385,0.8593,-0.25,0.9891,0.9939,0.0074,-0.6322,0.7209,2.075,1.3934,1.7501,0.7264,-0.5172,0.871,60.3709,0.446
252,1,30.0,38,-0.3684,0.9421,0.3714,0.942,0.375,0.9419,0.7877,0.1623,-0.541,0.5593,1.2637,0.6425,1.4379,0.5262,-0.0811,1.0105,81.5186,26.7041
253,1,30.0,31,0.3548,0.9504,0.1429,1.0079,-0.28,0.9798,0.9687,0.1676,-0.5776,0.748,1.4751,0.9966,1.648,0.8633,-0.2667,0.9803,66.2266,27.1339
254,0,30.0,53,0.3585,0.9425,0.28,0.9697,0.4468,0.9043,0.5656,0.0247,-0.4054,0.4809,0.9306,0.4896,1.0629,0.4839,0.0769,1.0068,106.2834,4.8893
255,1,30.0,39,0.7436,0.6774,0.1111,1.0079,0.0909,1.0113,0.7641,0.1334,-0.4994,0.6534,1.199,0.683,1.3695,0.7036,-0.0526,1.012,83.9893,33.6623
256,0,30.0,45,0.2,0.9909,0.0,1.0121,0.3333,0.9551,0.656,0.1112,-0.456,0.5693,1.0564,0.5803,1.2174,0.606,-0.6364,0.7803,94.1887,16.7382
257,1,60.0,101,0.3465,0.9427,-0.0947,1.0008,-0.6404,0.7724,0.5954,0.2963,-1.279,0.9735,1.8799,1.0271,1.973,1.0095,-0.28,0.9648,305.4502,1788.3509
258,0,20.38,41,-0.3171,0.9602,0.2105,0.9907,0.2778,0.9743,0.4926,0.1017,-0.068,0.2718,0.6055,0.2565,0.6531,0.2905,-0.1,1.0077,126.1963,22.3055
259,0,30.0,45,0.1556,0.999,0.1429,1.0017,-0.4872,0.8847,0.6636,0.276,-0.434,0.5948,1.0981,0.6733,1.2121,0.667,-0.5,0.876,104.4427,36.5021
260,0,30.0,31,0.2903,0.9727,0.0714,1.0157,-0.04,1.0198,0.9718,0.1578,-0.6017,0.7056,1.5475,0.8436,1.6854,0.6829,-0.4,0.9322,64.6222,18.9343
261,1,30.0,30,-0.4667,0.8996,-0.1852,1.0014,0.0,1.0215,1.0132,0.1398,-0.6384,0.756,1.5658,0.9887,1.7477,0.7766,0.5862,0.8245,61.6195,18.4067
262,1,30.0,43,0.1628,0.9983,0.2,0.9923,0.0811,1.0105,0.6894,0.1454,-0.4692,0.5639,1.1414,0.7122,1.2684,0.6169,0.0,1.0121,95.0327,40.6361
263,0,30.0,36,0.2778,0.9743,-0.5152,0.8704,-0.5333,0.8604,0.8082,0.1481,-0.5236,0.6387,1.2252,0.7202,1.448,0.6763,-0.3143,0.9632,78.6208,26.5852
264,0,30.0,53,-0.2075,0.9876,0.04,1.0093,-0.1064,1.0051,0.5581,0.0296,-0.3977,0.4889,0.9199,0.4551,1.0497,0.485,-0.8846,0.4709,107.8348,6.3293
265,1,27.0467,32,-0.1875,0.998,-0.1034,1.0122,0.2308,0.9923,0.8205,0.1543,-0.5001,0.5933,1.2091,0.7263,1.4229,0.6273,-0.3548,0.9504,77.9658,27.1064
266,1,30.0,37,-0.3514,0.9492,0.1176,1.008,-0.2258,0.9903,0.8047,0.0129,-0.567,0.5811,1.3266,0.7373,1.4755,0.5749,-0.6111,0.8028,74.5785,1.1941
267,1,30.0,43,-0.9535,0.305,0.1795,0.9966,0.1111,1.0079,0.6829,0.3244,-0.6161,0.7621,1.2638,0.8418,1.4059,0.7988,0.4286,0.9145,115.7662,62.3392
268,1,60.0,62,-0.3871,0.9296,0.0,1.009,0.32,0.957,0.9719,0.2092,-2.0224,1.6397,2.9788,1.8117,3.0886,1.6761,-0.7705,0.6427,68.3293,34.2674
269,1,60.0,69,-0.6812,0.7375,-0.0159,1.0079,-0.1228,1.0013,0.8596,0.0253,-1.8448,1.4152,2.763,1.5119,2.8039,1.4142,0.6765,0.7419,69.8583,2.0379
